case,repeat,mode,delaySeconds,kind,id,status,embeddingApplied,latencyMs,arrivalToResponseMs,sendLagMs
04-async-direct,1,async-direct,3.0,ai,15,200,True,3006.9427,3008.1296,1.1869
04-async-direct,1,async-direct,3.0,normal,98,200,,2.9104,4.036,1.1256
04-async-direct,1,async-direct,3.0,normal,99,200,,4.3785,5.6017,1.2232
04-async-direct,1,async-direct,3.0,ai,16,200,True,3012.1317,3013.2806,1.1489
04-async-direct,1,async-direct,3.0,ai,17,200,True,3012.1422,3013.2813,1.1391
04-async-direct,1,async-direct,3.0,ai,18,200,True,3017.4054,3019.7082,2.3028
04-async-direct,1,async-direct,3.0,ai,19,200,True,3008.8165,3009.0127,0.1962
04-async-direct,1,async-direct,3.0,ai,20,200,True,3010.5351,3012.2925,1.7574
04-async-direct,1,async-direct,3.0,ai,21,200,True,3010.7146,3011.8464,1.1318
04-async-direct,1,async-direct,3.0,ai,22,200,True,3015.3081,3016.5736,1.2655
04-async-direct,1,async-direct,3.0,ai,23,200,True,3013.7459,3014.9518,1.2059
04-async-direct,1,async-direct,3.0,ai,24,200,True,3012.1173,3012.7206,0.6033
04-async-direct,1,async-direct,3.0,ai,25,200,True,3011.4199,3012.5775,1.1577
04-async-direct,1,async-direct,3.0,ai,26,200,True,3005.6647,3006.8401,1.1754
04-async-direct,1,async-direct,3.0,ai,27,200,True,3009.7926,3010.9334,1.1408
04-async-direct,1,async-direct,3.0,ai,28,200,True,3011.2093,3012.4423,1.233
04-async-direct,1,async-direct,3.0,ai,29,200,True,3009.3562,3010.0924,0.7362
04-async-direct,1,async-direct,3.0,ai,30,200,True,3012.1423,3013.3535,1.2112
04-async-direct,1,async-direct,3.0,ai,31,200,True,3010.2676,3011.3955,1.1279
04-async-direct,1,async-direct,3.0,ai,32,200,True,3011.1056,3012.446,1.3403
04-async-direct,1,async-direct,3.0,ai,33,200,True,3011.9147,3013.1191,1.2044
04-async-direct,1,async-direct,3.0,ai,34,200,True,3008.5812,3010.0369,1.4557
04-async-direct,1,async-direct,3.0,ai,35,200,True,3010.239,3011.3427,1.1037
04-async-direct,1,async-direct,3.0,ai,36,200,True,3009.9031,3011.049,1.1459
04-async-direct,1,async-direct,3.0,ai,37,200,True,3011.3692,3011.8903,0.5211
04-async-direct,1,async-direct,3.0,ai,38,200,True,3011.9523,3012.1842,0.2319
04-async-direct,1,async-direct,3.0,ai,39,200,True,3012.6491,3013.7809,1.1318
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,0,200,,4.2068,5.5726,1.3659
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,1,200,,3.0159,3.1361,0.1202
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,2,200,,3.0436,4.239,1.1954
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,3,200,,2.8994,4.0178,1.1184
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,4,200,,3.2112,4.1182,0.907
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,5,200,,3.7399,6.0107,2.2708
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,2,200,False,5.5586,6.7479,1.1893
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,6,200,,3.2188,4.1003,0.8816
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,7,200,,2.8762,4.0282,1.152
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,3,200,False,2.6193,3.1783,0.559
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,8,200,,3.0498,4.1941,1.1443
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,9,200,,4.1787,5.3461,1.1673
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,4,200,False,3.3713,5.5714,2.2
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,10,200,,4.5155,5.7269,1.2114
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,11,200,,3.1433,4.1128,0.9695
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,12,200,,3.6517,4.8628,1.2111
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,5,200,False,3.7814,4.9401,1.1587
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,13,200,,3.7463,4.9282,1.1819
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,14,200,,3.6018,4.7457,1.1439
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,15,200,,2.1237,3.7587,1.635
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,6,200,False,2.7259,3.8494,1.1235
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,16,200,,2.9013,4.0097,1.1084
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,17,200,,3.5675,4.7044,1.1369
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,7,200,False,4.2517,5.3785,1.1268
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,18,200,,4.3073,5.6208,1.3135
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,19,200,,2.8697,3.0649,0.1952
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,8,200,False,3.9171,6.2628,2.3457
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,20,200,,5.1588,6.3786,1.2198
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,21,200,,4.0768,5.2531,1.1763
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,22,200,,4.1805,5.5782,1.3977
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,9,200,False,3.1555,3.7181,0.5625
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,23,200,,2.7949,3.9022,1.1074
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,24,200,,1.782,2.8491,1.0671
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,25,200,,1.6149,3.124,1.5092
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,10,200,False,2.0776,3.197,1.1193
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,26,200,,1.7663,2.89,1.1237
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,27,200,,1.8011,1.9188,0.1177
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,11,200,False,2.8074,4.0063,1.199
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,28,200,,2.7357,2.9668,0.231
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,29,200,,4.0036,5.1382,1.1346
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,12,200,False,3.5333,5.8408,2.3075
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,30,200,,4.9831,6.1895,1.2065
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,31,200,,4.7516,5.6919,0.9403
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,32,200,,4.5338,5.7705,1.2367
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,13,200,False,4.5341,5.7431,1.209
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,33,200,,3.0492,4.158,1.1089
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,34,200,,4.1603,5.3834,1.2231
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,35,200,,3.8833,6.9108,3.0275
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,14,200,False,5.917,7.1146,1.1977
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,36,200,,3.077,4.2447,1.1677
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,37,200,,4.5009,5.6917,1.1907
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,15,200,False,4.7755,5.9889,1.2135
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,38,200,,4.289,5.4941,1.2052
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,39,200,,4.3186,5.9883,1.6697
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,40,200,,3.2622,5.1682,1.906
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,16,200,False,4.59,5.7355,1.1455
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,41,200,,4.0873,5.2552,1.1679
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,42,200,,4.3025,5.578,1.2755
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,17,200,False,5.0027,5.951,0.9484
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,43,200,,2.9752,4.2958,1.3207
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,44,200,,2.2493,3.333,1.0837
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,45,200,,2.8154,3.9296,1.1142
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,18,200,False,2.4838,4.2846,1.8008
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,46,200,,2.5713,3.7116,1.1403
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,47,200,,2.9874,4.1211,1.1337
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,19,200,False,2.7533,2.8756,0.1223
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,48,200,,2.6245,3.7671,1.1426
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,49,200,,3.2853,4.4608,1.1755
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,50,200,,2.7747,4.492,1.7173
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,20,200,False,3.5336,4.6661,1.1325
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,51,200,,4.1925,5.0007,0.8082
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,52,200,,2.2055,3.2681,1.0625
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,21,200,False,3.0791,4.2587,1.1796
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,53,200,,2.3568,3.4873,1.1305
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,54,200,,3.9775,5.2399,1.2624
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,55,200,,3.7685,6.0302,2.2616
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,22,200,False,5.1137,6.318,1.2043
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,56,200,,2.9948,4.1482,1.1534
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,57,200,,4.1128,5.3217,1.2089
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,23,200,False,3.9603,4.4051,0.4448
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,58,200,,3.7714,4.9307,1.1593
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,59,200,,4.9607,5.7758,0.815
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,60,200,,2.2203,2.7685,0.5481
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,24,200,False,2.7095,2.88,0.1705
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,0,200,True,3009.9718,3010.4605,0.4887
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,61,200,,3.485,4.6799,1.1949
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,62,200,,2.994,4.1276,1.1336
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,1,200,True,3008.2872,3008.6639,0.3768
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,63,200,,3.2074,4.4112,1.2038
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,64,200,,2.8343,3.789,0.9547
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,65,200,,2.5394,3.5543,1.0149
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,66,200,,3.7736,4.9525,1.1788
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,67,200,,3.1447,4.333,1.1883
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,27,200,False,3.0534,4.16,1.1065
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,68,200,,3.5845,4.7646,1.1802
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,69,200,,2.8316,3.9579,1.1263
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,70,200,,4.2994,6.5937,2.2942
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,28,200,False,5.597,6.8194,1.2224
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,71,200,,3.9091,5.0244,1.1153
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,72,200,,4.0908,5.3056,1.2147
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,29,200,False,2.9683,4.0858,1.1175
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,73,200,,2.6292,3.7379,1.1087
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,74,200,,3.2146,4.3401,1.1255
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,30,200,False,3.6046,5.955,2.3503
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,75,200,,4.861,6.087,1.226
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,76,200,,3.6814,5.0482,1.3668
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,77,200,,3.339,4.8756,1.5366
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,31,200,False,2.8665,3.9529,1.0864
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,78,200,,2.7877,3.9058,1.1181
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,79,200,,3.3379,4.5211,1.1832
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,80,200,,3.4028,6.6587,3.2559
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,32,200,False,5.2135,6.7811,1.5676
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,81,200,,3.6824,4.8802,1.1978
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,82,200,,3.788,4.5105,0.7225
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,33,200,False,4.6765,5.8985,1.2221
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,83,200,,3.4875,4.68,1.1925
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,84,200,,2.3905,3.4928,1.1023
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,85,200,,2.0204,3.1362,1.1158
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,34,200,False,1.8055,3.44,1.6344
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,86,200,,1.9179,2.0567,0.1388
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,87,200,,2.7612,2.967,0.2057
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,35,200,False,3.133,4.2407,1.1077
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,88,200,,3.2527,4.4332,1.1805
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,89,200,,2.7659,2.9336,0.1677
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,36,200,False,5.0347,6.2601,1.2254
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,90,200,,4.0817,6.4724,2.3907
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,91,200,,3.9519,5.073,1.121
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,92,200,,3.044,3.5069,0.4629
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,37,200,False,3.419,4.543,1.124
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,93,200,,1.868,1.977,0.109
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,94,200,,3.4935,4.669,1.1755
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,38,200,False,4.646,5.8656,1.2197
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,95,200,,3.8141,6.2371,2.423
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,96,200,,1.8768,2.9594,1.0825
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,97,200,,4.7435,5.8776,1.134
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,39,200,False,3.7401,4.9309,1.1908
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,98,200,,3.2766,4.4121,1.1355
05-sync-direct-bounded,1,sync-direct-bounded,3.0,normal,99,200,,2.6475,3.1314,0.4839
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,25,200,True,3010.341,3011.4699,1.129
05-sync-direct-bounded,1,sync-direct-bounded,3.0,ai,26,200,True,3008.8793,3009.0855,0.2063
06-sync-remote-two,1,sync-remote-two,3.0,normal,0,200,,4.2156,6.0913,1.8757
06-sync-remote-two,1,sync-remote-two,3.0,normal,1,200,,3.3211,3.9586,0.6375
06-sync-remote-two,1,sync-remote-two,3.0,normal,2,200,,6.1879,7.5255,1.3375
06-sync-remote-two,1,sync-remote-two,3.0,normal,3,200,,2.8478,3.9992,1.1515
06-sync-remote-two,1,sync-remote-two,3.0,normal,4,200,,2.8874,4.0042,1.1168
06-sync-remote-two,1,sync-remote-two,3.0,normal,5,200,,3.465,5.3762,1.9113
06-sync-remote-two,1,sync-remote-two,3.0,ai,2,200,False,8.226,9.4004,1.1744
06-sync-remote-two,1,sync-remote-two,3.0,normal,6,200,,2.836,3.959,1.1229
06-sync-remote-two,1,sync-remote-two,3.0,normal,7,200,,3.0668,4.1994,1.1326
06-sync-remote-two,1,sync-remote-two,3.0,ai,3,200,False,7.648,7.9852,0.3372
06-sync-remote-two,1,sync-remote-two,3.0,normal,8,200,,2.7343,3.8577,1.1235
06-sync-remote-two,1,sync-remote-two,3.0,normal,9,200,,5.5237,6.7345,1.2108
06-sync-remote-two,1,sync-remote-two,3.0,normal,10,200,,3.5935,5.0656,1.472
06-sync-remote-two,1,sync-remote-two,3.0,ai,4,200,False,7.9833,8.2489,0.2655
06-sync-remote-two,1,sync-remote-two,3.0,normal,11,200,,2.9667,4.0788,1.1121
06-sync-remote-two,1,sync-remote-two,3.0,normal,12,200,,5.6047,6.811,1.2063
06-sync-remote-two,1,sync-remote-two,3.0,ai,5,200,False,7.6829,8.8514,1.1685
06-sync-remote-two,1,sync-remote-two,3.0,normal,13,200,,2.6893,3.7913,1.102
06-sync-remote-two,1,sync-remote-two,3.0,normal,14,200,,3.49,4.6431,1.153
06-sync-remote-two,1,sync-remote-two,3.0,normal,15,200,,2.456,4.3241,1.8681
06-sync-remote-two,1,sync-remote-two,3.0,ai,6,200,False,5.5242,6.6962,1.172
06-sync-remote-two,1,sync-remote-two,3.0,normal,16,200,,2.9092,4.0249,1.1157
06-sync-remote-two,1,sync-remote-two,3.0,normal,17,200,,4.3628,5.5946,1.2318
06-sync-remote-two,1,sync-remote-two,3.0,ai,7,200,False,8.0581,9.2278,1.1697
06-sync-remote-two,1,sync-remote-two,3.0,normal,18,200,,3.4079,4.5603,1.1525
06-sync-remote-two,1,sync-remote-two,3.0,normal,19,200,,3.0928,4.2282,1.1354
06-sync-remote-two,1,sync-remote-two,3.0,normal,20,200,,3.8906,6.3587,2.4681
06-sync-remote-two,1,sync-remote-two,3.0,ai,8,200,False,7.4806,8.8509,1.3703
06-sync-remote-two,1,sync-remote-two,3.0,normal,21,200,,3.2055,4.3446,1.1392
06-sync-remote-two,1,sync-remote-two,3.0,normal,22,200,,4.136,5.3696,1.2336
06-sync-remote-two,1,sync-remote-two,3.0,ai,9,200,False,7.9163,9.1224,1.2061
06-sync-remote-two,1,sync-remote-two,3.0,normal,23,200,,2.685,3.7595,1.0745
06-sync-remote-two,1,sync-remote-two,3.0,normal,24,200,,3.1377,4.2799,1.1422
06-sync-remote-two,1,sync-remote-two,3.0,normal,25,200,,3.906,6.2118,2.3057
06-sync-remote-two,1,sync-remote-two,3.0,ai,10,200,False,8.6363,9.8613,1.2251
06-sync-remote-two,1,sync-remote-two,3.0,normal,26,200,,3.8111,5.0147,1.2036
06-sync-remote-two,1,sync-remote-two,3.0,normal,27,200,,2.2746,2.5311,0.2565
06-sync-remote-two,1,sync-remote-two,3.0,ai,11,200,False,6.2326,7.4615,1.2289
06-sync-remote-two,1,sync-remote-two,3.0,normal,28,200,,3.0678,4.214,1.1461
06-sync-remote-two,1,sync-remote-two,3.0,normal,29,200,,4.2854,4.8287,0.5433
06-sync-remote-two,1,sync-remote-two,3.0,normal,30,200,,7.1984,8.4234,1.225
06-sync-remote-two,1,sync-remote-two,3.0,ai,12,200,False,9.2789,11.5566,2.2777
06-sync-remote-two,1,sync-remote-two,3.0,normal,31,200,,4.8706,5.9377,1.0672
06-sync-remote-two,1,sync-remote-two,3.0,normal,32,200,,3.1304,4.2536,1.1232
06-sync-remote-two,1,sync-remote-two,3.0,ai,13,200,False,6.7449,7.8843,1.1394
06-sync-remote-two,1,sync-remote-two,3.0,normal,33,200,,2.8375,3.974,1.1365
06-sync-remote-two,1,sync-remote-two,3.0,normal,34,200,,5.2632,6.4877,1.2245
06-sync-remote-two,1,sync-remote-two,3.0,normal,35,200,,3.2861,5.1053,1.8192
06-sync-remote-two,1,sync-remote-two,3.0,ai,14,200,False,7.719,8.4285,0.7095
06-sync-remote-two,1,sync-remote-two,3.0,normal,36,200,,2.8573,3.9647,1.1074
06-sync-remote-two,1,sync-remote-two,3.0,normal,37,200,,3.6756,4.91,1.2344
06-sync-remote-two,1,sync-remote-two,3.0,ai,15,200,False,7.6217,8.8372,1.2155
06-sync-remote-two,1,sync-remote-two,3.0,normal,38,200,,3.3673,4.4688,1.1015
06-sync-remote-two,1,sync-remote-two,3.0,normal,39,200,,4.0661,4.5852,0.519
06-sync-remote-two,1,sync-remote-two,3.0,normal,40,200,,4.2542,5.3816,1.1274
06-sync-remote-two,1,sync-remote-two,3.0,ai,16,200,False,7.1882,9.1201,1.9319
06-sync-remote-two,1,sync-remote-two,3.0,normal,41,200,,4.4941,5.694,1.2
06-sync-remote-two,1,sync-remote-two,3.0,normal,42,200,,3.7843,5.009,1.2248
06-sync-remote-two,1,sync-remote-two,3.0,ai,17,200,False,9.3612,10.564,1.2027
06-sync-remote-two,1,sync-remote-two,3.0,normal,43,200,,2.9061,3.9174,1.0113
06-sync-remote-two,1,sync-remote-two,3.0,normal,44,200,,2.9141,4.0474,1.1332
06-sync-remote-two,1,sync-remote-two,3.0,normal,45,200,,5.0196,7.2932,2.2736
06-sync-remote-two,1,sync-remote-two,3.0,ai,18,200,False,9.0912,10.2781,1.1869
06-sync-remote-two,1,sync-remote-two,3.0,normal,46,200,,3.5962,4.8985,1.3023
06-sync-remote-two,1,sync-remote-two,3.0,normal,47,200,,3.7878,4.9677,1.1799
06-sync-remote-two,1,sync-remote-two,3.0,ai,19,200,False,8.0037,9.2201,1.2164
06-sync-remote-two,1,sync-remote-two,3.0,normal,48,200,,3.2246,4.2493,1.0247
06-sync-remote-two,1,sync-remote-two,3.0,normal,49,200,,5.4244,6.6246,1.2002
06-sync-remote-two,1,sync-remote-two,3.0,normal,50,200,,4.32,6.4858,2.1659
06-sync-remote-two,1,sync-remote-two,3.0,ai,20,200,False,8.4711,9.6424,1.1712
06-sync-remote-two,1,sync-remote-two,3.0,normal,51,200,,3.9513,5.1587,1.2074
06-sync-remote-two,1,sync-remote-two,3.0,normal,52,200,,2.6855,3.7719,1.0863
06-sync-remote-two,1,sync-remote-two,3.0,ai,21,200,False,6.5078,7.649,1.1412
06-sync-remote-two,1,sync-remote-two,3.0,normal,53,200,,2.7055,3.8551,1.1496
06-sync-remote-two,1,sync-remote-two,3.0,normal,54,200,,5.3898,6.4175,1.0276
06-sync-remote-two,1,sync-remote-two,3.0,normal,55,200,,2.5031,4.3479,1.8448
06-sync-remote-two,1,sync-remote-two,3.0,ai,22,200,False,5.6199,6.79,1.1701
06-sync-remote-two,1,sync-remote-two,3.0,normal,56,200,,2.0933,2.6544,0.5611
06-sync-remote-two,1,sync-remote-two,3.0,normal,57,200,,5.0024,6.2271,1.2247
06-sync-remote-two,1,sync-remote-two,3.0,ai,23,200,False,10.2666,11.4604,1.1938
06-sync-remote-two,1,sync-remote-two,3.0,normal,58,200,,2.1635,3.2545,1.091
06-sync-remote-two,1,sync-remote-two,3.0,normal,59,200,,2.753,3.8603,1.1073
06-sync-remote-two,1,sync-remote-two,3.0,normal,60,200,,3.6955,5.6573,1.9618
06-sync-remote-two,1,sync-remote-two,3.0,ai,24,200,False,7.5666,8.3066,0.74
06-sync-remote-two,1,sync-remote-two,3.0,ai,0,200,True,3012.6508,3013.7959,1.1451
06-sync-remote-two,1,sync-remote-two,3.0,normal,61,200,,2.833,3.9635,1.1305
06-sync-remote-two,1,sync-remote-two,3.0,normal,62,200,,4.1518,5.2421,1.0903
06-sync-remote-two,1,sync-remote-two,3.0,ai,1,200,True,3013.8718,3014.9932,1.1215
06-sync-remote-two,1,sync-remote-two,3.0,normal,63,200,,1.9803,3.0577,1.0774
06-sync-remote-two,1,sync-remote-two,3.0,normal,64,200,,2.8743,4.0101,1.1358
06-sync-remote-two,1,sync-remote-two,3.0,normal,65,200,,4.6491,6.8112,2.1621
06-sync-remote-two,1,sync-remote-two,3.0,normal,66,200,,4.5223,5.7538,1.2315
06-sync-remote-two,1,sync-remote-two,3.0,normal,67,200,,3.983,5.162,1.179
06-sync-remote-two,1,sync-remote-two,3.0,ai,27,200,False,7.4441,8.7067,1.2626
06-sync-remote-two,1,sync-remote-two,3.0,normal,68,200,,2.9633,4.099,1.1357
06-sync-remote-two,1,sync-remote-two,3.0,normal,69,200,,3.1864,4.308,1.1217
06-sync-remote-two,1,sync-remote-two,3.0,normal,70,200,,4.9452,7.2971,2.3519
06-sync-remote-two,1,sync-remote-two,3.0,ai,28,200,False,10.0732,11.2975,1.2243
06-sync-remote-two,1,sync-remote-two,3.0,normal,71,200,,4.4587,5.6784,1.2197
06-sync-remote-two,1,sync-remote-two,3.0,normal,72,200,,4.0888,5.3115,1.2226
06-sync-remote-two,1,sync-remote-two,3.0,ai,29,200,False,4.4777,4.6485,0.1708
06-sync-remote-two,1,sync-remote-two,3.0,normal,73,200,,1.5948,2.667,1.0723
06-sync-remote-two,1,sync-remote-two,3.0,normal,74,200,,2.0437,2.4581,0.4144
06-sync-remote-two,1,sync-remote-two,3.0,normal,75,200,,2.7369,3.157,0.4201
06-sync-remote-two,1,sync-remote-two,3.0,ai,30,200,False,4.5027,5.3892,0.8865
06-sync-remote-two,1,sync-remote-two,3.0,normal,76,200,,2.4428,2.8662,0.4235
06-sync-remote-two,1,sync-remote-two,3.0,normal,77,200,,2.4463,3.5789,1.1326
06-sync-remote-two,1,sync-remote-two,3.0,ai,31,200,False,6.6964,7.8435,1.1472
06-sync-remote-two,1,sync-remote-two,3.0,normal,78,200,,2.5408,3.6805,1.1397
06-sync-remote-two,1,sync-remote-two,3.0,normal,79,200,,3.2442,4.503,1.2589
06-sync-remote-two,1,sync-remote-two,3.0,normal,80,200,,3.5924,4.7192,1.1268
06-sync-remote-two,1,sync-remote-two,3.0,ai,32,200,False,6.5818,8.4023,1.8205
06-sync-remote-two,1,sync-remote-two,3.0,normal,81,200,,2.7678,3.9432,1.1755
06-sync-remote-two,1,sync-remote-two,3.0,normal,82,200,,2.6556,3.7969,1.1412
06-sync-remote-two,1,sync-remote-two,3.0,ai,33,200,False,7.6805,8.8771,1.1966
06-sync-remote-two,1,sync-remote-two,3.0,normal,83,200,,3.2239,4.3685,1.1446
06-sync-remote-two,1,sync-remote-two,3.0,normal,84,200,,4.5021,5.4799,0.9777
06-sync-remote-two,1,sync-remote-two,3.0,normal,85,200,,3.2494,4.41,1.1606
06-sync-remote-two,1,sync-remote-two,3.0,ai,34,200,False,5.4975,7.4362,1.9387
06-sync-remote-two,1,sync-remote-two,3.0,normal,86,200,,4.1608,5.4137,1.2528
