case,repeat,mode,delaySeconds,kind,id,status,embeddingApplied,latencyMs,arrivalToResponseMs,sendLagMs
00-baseline,0,baseline,0.02,normal,0,200,,3.2635,4.3731,1.1096
00-baseline,0,baseline,0.02,normal,1,200,,3.3115,4.4585,1.147
00-baseline,0,baseline,0.02,normal,2,200,,4.0786,4.3574,0.2787
00-baseline,0,baseline,0.02,normal,3,200,,3.4294,4.6202,1.1908
00-baseline,0,baseline,0.02,normal,4,200,,4.0411,4.5876,0.5465
00-baseline,0,baseline,0.02,normal,5,200,,5.615,6.8227,1.2077
00-baseline,0,baseline,0.02,normal,6,200,,6.8752,7.5486,0.6735
00-baseline,0,baseline,0.02,normal,7,200,,3.5659,4.6695,1.1036
00-baseline,0,baseline,0.02,normal,8,200,,4.7155,5.9026,1.1871
00-baseline,0,baseline,0.02,normal,9,200,,4.6873,5.8282,1.141
00-baseline,0,baseline,0.02,normal,10,200,,5.9688,7.1227,1.1539
00-baseline,0,baseline,0.02,normal,11,200,,3.9095,5.0657,1.1562
00-baseline,0,baseline,0.02,normal,12,200,,4.332,5.6928,1.3609
00-baseline,0,baseline,0.02,normal,13,200,,4.7381,5.9833,1.2452
00-baseline,0,baseline,0.02,normal,14,200,,4.7171,5.7257,1.0086
00-baseline,0,baseline,0.02,normal,15,200,,3.9094,4.9901,1.0807
00-baseline,0,baseline,0.02,normal,16,200,,2.3434,3.5153,1.172
00-baseline,0,baseline,0.02,normal,17,200,,2.9573,3.4723,0.5151
00-baseline,0,baseline,0.02,normal,18,200,,3.8818,5.0258,1.144
00-baseline,0,baseline,0.02,normal,19,200,,3.3945,3.5598,0.1652
00-baseline,0,baseline,0.02,normal,20,200,,5.1804,5.7514,0.571
00-baseline,0,baseline,0.02,normal,21,200,,6.6096,7.8491,1.2395
00-baseline,0,baseline,0.02,normal,22,200,,3.8205,5.019,1.1986
00-baseline,0,baseline,0.02,normal,23,200,,4.1128,5.274,1.1612
00-baseline,0,baseline,0.02,normal,24,200,,4.4645,5.6243,1.1597
00-baseline,0,baseline,0.02,normal,25,200,,3.457,5.4254,1.9683
00-baseline,0,baseline,0.02,normal,26,200,,4.1687,6.5342,2.3655
00-baseline,0,baseline,0.02,normal,27,200,,5.057,6.5521,1.4951
00-baseline,0,baseline,0.02,normal,28,200,,3.9367,5.0671,1.1304
00-baseline,0,baseline,0.02,normal,29,200,,5.3186,6.4219,1.1033
00-baseline,0,baseline,0.02,normal,30,200,,4.3151,5.664,1.3489
00-baseline,0,baseline,0.02,normal,31,200,,4.9492,6.1952,1.246
00-baseline,0,baseline,0.02,normal,32,200,,4.6335,5.1484,0.5149
00-baseline,0,baseline,0.02,normal,33,200,,5.6825,6.8356,1.153
00-baseline,0,baseline,0.02,normal,34,200,,4.4802,5.3517,0.8715
00-baseline,0,baseline,0.02,normal,35,200,,5.4932,6.2365,0.7432
00-baseline,0,baseline,0.02,normal,36,200,,5.2948,6.5115,1.2167
00-baseline,0,baseline,0.02,normal,37,200,,7.4317,7.9562,0.5245
00-baseline,0,baseline,0.02,normal,38,200,,4.1542,5.2944,1.1402
00-baseline,0,baseline,0.02,normal,39,200,,3.5988,4.7271,1.1283
00-baseline,0,baseline,0.02,normal,40,200,,4.0893,4.569,0.4797
00-baseline,0,baseline,0.02,normal,41,200,,8.456,9.7217,1.2657
00-baseline,0,baseline,0.02,normal,42,200,,3.7309,4.3995,0.6686
00-baseline,0,baseline,0.02,normal,43,200,,5.0864,5.5882,0.5018
00-baseline,0,baseline,0.02,normal,44,200,,2.9035,3.2255,0.322
00-baseline,0,baseline,0.02,normal,45,200,,7.1995,8.4412,1.2417
00-baseline,0,baseline,0.02,normal,46,200,,5.8164,7.0451,1.2287
00-baseline,0,baseline,0.02,normal,47,200,,6.686,7.9147,1.2287
00-baseline,0,baseline,0.02,normal,48,200,,3.8066,4.053,0.2464
00-baseline,0,baseline,0.02,normal,49,200,,6.456,7.7116,1.2555
00-baseline,0,baseline,0.02,normal,50,200,,5.3815,6.5744,1.1928
00-baseline,0,baseline,0.02,normal,51,200,,8.0208,9.241,1.2202
00-baseline,0,baseline,0.02,normal,52,200,,6.5328,7.7573,1.2245
00-baseline,0,baseline,0.02,normal,53,200,,3.9194,4.3573,0.4379
00-baseline,0,baseline,0.02,normal,54,200,,6.1607,7.391,1.2302
00-baseline,0,baseline,0.02,normal,55,200,,6.9371,8.205,1.2679
00-baseline,0,baseline,0.02,normal,56,200,,8.318,8.9194,0.6014
00-baseline,0,baseline,0.02,normal,57,200,,2.5932,3.7269,1.1337
00-baseline,0,baseline,0.02,normal,58,200,,5.0711,5.5723,0.5012
00-baseline,0,baseline,0.02,normal,59,200,,6.7116,7.8956,1.184
00-baseline,0,baseline,0.02,normal,60,200,,7.3821,8.5936,1.2115
00-baseline,0,baseline,0.02,normal,61,200,,5.8242,6.8947,1.0705
00-baseline,0,baseline,0.02,normal,62,200,,4.3955,4.592,0.1965
00-baseline,0,baseline,0.02,normal,63,200,,3.6457,6.181,2.5353
00-baseline,0,baseline,0.02,normal,64,200,,6.8846,7.4902,0.6057
00-baseline,0,baseline,0.02,normal,65,200,,4.0693,5.1961,1.1268
00-baseline,0,baseline,0.02,normal,66,200,,7.8137,8.3852,0.5715
00-baseline,0,baseline,0.02,normal,67,200,,6.6178,7.8945,1.2767
00-baseline,0,baseline,0.02,normal,68,200,,8.3983,9.6142,1.2159
00-baseline,0,baseline,0.02,normal,69,200,,3.2063,4.2258,1.0195
00-baseline,0,baseline,0.02,normal,70,200,,5.121,5.7371,0.6161
00-baseline,0,baseline,0.02,normal,71,200,,4.2745,4.7652,0.4907
00-baseline,0,baseline,0.02,normal,72,200,,3.8867,5.081,1.1943
00-baseline,0,baseline,0.02,normal,73,200,,3.4761,4.149,0.6729
00-baseline,0,baseline,0.02,normal,74,200,,4.893,5.4202,0.5272
00-baseline,0,baseline,0.02,normal,75,200,,5.9742,7.3836,1.4095
00-baseline,0,baseline,0.02,normal,76,200,,7.0139,8.2322,1.2184
00-baseline,0,baseline,0.02,normal,77,200,,4.6275,6.8477,2.2202
00-baseline,0,baseline,0.02,normal,78,200,,3.9796,5.1072,1.1276
00-baseline,0,baseline,0.02,normal,79,200,,4.3618,5.5181,1.1564
00-baseline,0,baseline,0.02,normal,80,200,,5.9027,7.1509,1.2482
00-baseline,0,baseline,0.02,normal,81,200,,6.7083,7.9636,1.2553
00-baseline,0,baseline,0.02,normal,82,200,,4.1234,5.2466,1.1232
00-baseline,0,baseline,0.02,normal,83,200,,4.0417,5.1796,1.1379
00-baseline,0,baseline,0.02,normal,84,200,,7.3205,7.8528,0.5323
00-baseline,0,baseline,0.02,normal,85,200,,6.2351,7.459,1.2238
00-baseline,0,baseline,0.02,normal,86,200,,4.6246,5.7314,1.1068
00-baseline,0,baseline,0.02,normal,87,200,,6.8009,8.0285,1.2277
00-baseline,0,baseline,0.02,normal,88,200,,6.0793,7.2736,1.1942
00-baseline,0,baseline,0.02,normal,89,200,,5.4815,6.7485,1.267
00-baseline,0,baseline,0.02,normal,90,200,,3.4844,4.5844,1.1
00-baseline,0,baseline,0.02,normal,91,200,,4.5191,5.754,1.235
00-baseline,0,baseline,0.02,normal,92,200,,4.4487,5.8419,1.3931
00-baseline,0,baseline,0.02,normal,93,200,,6.495,7.2655,0.7705
00-baseline,0,baseline,0.02,normal,94,200,,3.2522,4.3746,1.1224
00-baseline,0,baseline,0.02,normal,95,200,,3.77,4.883,1.113
00-baseline,0,baseline,0.02,normal,96,200,,5.1448,5.5762,0.4315
00-baseline,0,baseline,0.02,normal,97,200,,6.3231,7.6067,1.2836
00-baseline,0,baseline,0.02,normal,98,200,,3.0144,3.0955,0.081
00-baseline,0,baseline,0.02,normal,99,200,,7.3934,8.6106,1.2172
01-sync-direct,0,sync-direct,0.02,normal,0,200,,5.9454,7.7797,1.8342
01-sync-direct,0,sync-direct,0.02,ai,0,200,True,32.0019,33.1485,1.1466
01-sync-direct,0,sync-direct,0.02,normal,1,200,,4.2171,5.3389,1.1218
01-sync-direct,0,sync-direct,0.02,normal,2,200,,6.4784,7.6742,1.1958
01-sync-direct,0,sync-direct,0.02,normal,3,200,,4.291,5.4422,1.1513
01-sync-direct,0,sync-direct,0.02,ai,1,200,True,29.6248,30.7637,1.1389
01-sync-direct,0,sync-direct,0.02,normal,4,200,,3.9343,5.043,1.1088
01-sync-direct,0,sync-direct,0.02,normal,5,200,,3.2568,5.0845,1.8276
01-sync-direct,0,sync-direct,0.02,ai,2,200,True,28.928,30.1001,1.172
01-sync-direct,0,sync-direct,0.02,normal,6,200,,3.6873,4.8008,1.1135
01-sync-direct,0,sync-direct,0.02,normal,7,200,,3.8077,4.9582,1.1505
01-sync-direct,0,sync-direct,0.02,normal,8,200,,3.1724,4.2777,1.1053
01-sync-direct,0,sync-direct,0.02,ai,3,200,True,28.6578,29.7693,1.1115
01-sync-direct,0,sync-direct,0.02,normal,9,200,,3.0627,4.183,1.1203
01-sync-direct,0,sync-direct,0.02,normal,10,200,,4.8712,6.1032,1.232
01-sync-direct,0,sync-direct,0.02,ai,4,200,True,29.5094,31.6204,2.111
01-sync-direct,0,sync-direct,0.02,normal,11,200,,3.0309,4.2237,1.1929
01-sync-direct,0,sync-direct,0.02,normal,12,200,,3.454,4.5961,1.1421
01-sync-direct,0,sync-direct,0.02,normal,13,200,,3.9501,5.2012,1.2511
01-sync-direct,0,sync-direct,0.02,ai,5,200,True,29.225,30.3548,1.1297
01-sync-direct,0,sync-direct,0.02,normal,14,200,,3.5388,4.6708,1.132
01-sync-direct,0,sync-direct,0.02,normal,15,200,,3.2604,4.9526,1.6922
01-sync-direct,0,sync-direct,0.02,ai,6,200,True,27.7179,28.8614,1.1435
01-sync-direct,0,sync-direct,0.02,normal,16,200,,3.8715,5.1113,1.2399
01-sync-direct,0,sync-direct,0.02,normal,17,200,,3.4595,4.5727,1.1132
01-sync-direct,0,sync-direct,0.02,ai,7,200,True,27.7955,28.5012,0.7057
01-sync-direct,0,sync-direct,0.02,normal,18,200,,2.8232,3.9332,1.11
01-sync-direct,0,sync-direct,0.02,normal,19,200,,3.0155,4.2165,1.201
01-sync-direct,0,sync-direct,0.02,normal,20,200,,6.2341,8.502,2.2679
01-sync-direct,0,sync-direct,0.02,ai,8,200,True,35.6871,36.4403,0.7532
01-sync-direct,0,sync-direct,0.02,normal,21,200,,4.1558,5.3527,1.197
01-sync-direct,0,sync-direct,0.02,normal,22,200,,3.9269,5.097,1.1701
01-sync-direct,0,sync-direct,0.02,normal,23,200,,3.2254,4.2975,1.0722
01-sync-direct,0,sync-direct,0.02,ai,9,200,True,29.269,30.4816,1.2127
01-sync-direct,0,sync-direct,0.02,normal,24,200,,5.8265,6.9988,1.1723
01-sync-direct,0,sync-direct,0.02,normal,25,200,,6.5484,7.8522,1.3038
01-sync-direct,0,sync-direct,0.02,ai,10,200,True,32.466,35.2307,2.7647
01-sync-direct,0,sync-direct,0.02,normal,26,200,,4.3755,5.5494,1.174
01-sync-direct,0,sync-direct,0.02,normal,27,200,,3.0182,3.8623,0.8441
01-sync-direct,0,sync-direct,0.02,ai,11,200,True,27.8984,29.0487,1.1503
01-sync-direct,0,sync-direct,0.02,normal,28,200,,3.3964,4.4733,1.077
01-sync-direct,0,sync-direct,0.02,normal,29,200,,7.1182,8.5594,1.4412
01-sync-direct,0,sync-direct,0.02,normal,30,200,,6.02,7.2269,1.2069
01-sync-direct,0,sync-direct,0.02,ai,12,200,True,31.4168,33.4367,2.0198
01-sync-direct,0,sync-direct,0.02,normal,31,200,,7.0706,8.2042,1.1336
01-sync-direct,0,sync-direct,0.02,normal,32,200,,4.7541,5.9057,1.1516
01-sync-direct,0,sync-direct,0.02,ai,13,200,True,27.7695,28.9737,1.2042
01-sync-direct,0,sync-direct,0.02,normal,33,200,,3.8789,4.1257,0.2468
01-sync-direct,0,sync-direct,0.02,normal,34,200,,4.2643,5.3958,1.1315
01-sync-direct,0,sync-direct,0.02,normal,35,200,,7.2833,8.4768,1.1935
01-sync-direct,0,sync-direct,0.02,ai,14,200,True,31.3208,33.6686,2.3478
01-sync-direct,0,sync-direct,0.02,normal,36,200,,3.4509,4.5755,1.1246
01-sync-direct,0,sync-direct,0.02,normal,37,200,,5.6673,6.8959,1.2285
01-sync-direct,0,sync-direct,0.02,normal,38,200,,3.9257,5.0735,1.1477
01-sync-direct,0,sync-direct,0.02,ai,15,200,True,29.7707,30.9094,1.1387
01-sync-direct,0,sync-direct,0.02,normal,39,200,,4.6827,5.9002,1.2175
01-sync-direct,0,sync-direct,0.02,normal,40,200,,4.0596,5.9374,1.8778
01-sync-direct,0,sync-direct,0.02,ai,16,200,True,30.2277,31.3855,1.1578
01-sync-direct,0,sync-direct,0.02,normal,41,200,,3.5667,4.7058,1.1391
01-sync-direct,0,sync-direct,0.02,normal,42,200,,3.6663,4.7797,1.1134
01-sync-direct,0,sync-direct,0.02,normal,43,200,,3.3893,4.4672,1.0778
01-sync-direct,0,sync-direct,0.02,ai,17,200,True,28.4824,29.6202,1.1377
01-sync-direct,0,sync-direct,0.02,normal,44,200,,3.5627,4.6685,1.1059
01-sync-direct,0,sync-direct,0.02,normal,45,200,,3.6782,6.3004,2.6222
01-sync-direct,0,sync-direct,0.02,ai,18,200,True,31.3256,32.6527,1.3271
01-sync-direct,0,sync-direct,0.02,normal,46,200,,5.124,6.2995,1.1755
01-sync-direct,0,sync-direct,0.02,normal,47,200,,5.6623,6.014,0.3517
01-sync-direct,0,sync-direct,0.02,normal,48,200,,3.9053,4.9983,1.093
01-sync-direct,0,sync-direct,0.02,ai,19,200,True,30.6552,31.8713,1.2161
01-sync-direct,0,sync-direct,0.02,normal,49,200,,4.8312,5.9481,1.1169
01-sync-direct,0,sync-direct,0.02,normal,50,200,,3.9951,6.2396,2.2445
01-sync-direct,0,sync-direct,0.02,ai,20,200,True,30.619,31.8612,1.2422
01-sync-direct,0,sync-direct,0.02,normal,51,200,,5.4001,6.6206,1.2205
01-sync-direct,0,sync-direct,0.02,normal,52,200,,1.8469,2.9192,1.0723
01-sync-direct,0,sync-direct,0.02,ai,21,200,True,27.242,28.0935,0.8515
01-sync-direct,0,sync-direct,0.02,normal,53,200,,2.4933,3.6002,1.1069
01-sync-direct,0,sync-direct,0.02,normal,54,200,,3.2982,4.3605,1.0623
01-sync-direct,0,sync-direct,0.02,normal,55,200,,5.6177,7.5494,1.9316
01-sync-direct,0,sync-direct,0.02,ai,22,200,True,33.3674,34.585,1.2176
01-sync-direct,0,sync-direct,0.02,normal,56,200,,2.4306,2.7073,0.2767
01-sync-direct,0,sync-direct,0.02,normal,57,200,,4.6124,5.7936,1.1812
01-sync-direct,0,sync-direct,0.02,normal,58,200,,2.595,3.7145,1.1195
01-sync-direct,0,sync-direct,0.02,ai,23,200,True,27.8016,28.9279,1.1263
01-sync-direct,0,sync-direct,0.02,normal,59,200,,3.3862,4.5344,1.1482
01-sync-direct,0,sync-direct,0.02,normal,60,200,,3.6355,4.567,0.9314
01-sync-direct,0,sync-direct,0.02,ai,24,200,True,30.0229,30.4891,0.4662
01-sync-direct,0,sync-direct,0.02,normal,61,200,,3.5316,4.6675,1.1359
01-sync-direct,0,sync-direct,0.02,normal,62,200,,6.3138,7.4687,1.1549
01-sync-direct,0,sync-direct,0.02,normal,63,200,,4.782,6.028,1.246
01-sync-direct,0,sync-direct,0.02,ai,25,200,True,30.6839,31.8006,1.1167
01-sync-direct,0,sync-direct,0.02,normal,64,200,,6.4334,7.5971,1.1637
01-sync-direct,0,sync-direct,0.02,normal,65,200,,6.9584,8.1289,1.1705
01-sync-direct,0,sync-direct,0.02,ai,26,200,True,31.6007,33.8942,2.2936
01-sync-direct,0,sync-direct,0.02,normal,66,200,,3.2758,4.3794,1.1036
01-sync-direct,0,sync-direct,0.02,normal,67,200,,6.646,7.8462,1.2002
01-sync-direct,0,sync-direct,0.02,normal,68,200,,4.4423,5.6668,1.2245
01-sync-direct,0,sync-direct,0.02,ai,27,200,True,30.2315,31.4379,1.2065
01-sync-direct,0,sync-direct,0.02,normal,69,200,,3.6059,4.866,1.2601
01-sync-direct,0,sync-direct,0.02,normal,70,200,,7.1161,9.5086,2.3925
01-sync-direct,0,sync-direct,0.02,ai,28,200,True,35.637,36.8917,1.2546
01-sync-direct,0,sync-direct,0.02,normal,71,200,,2.3349,3.4919,1.157
01-sync-direct,0,sync-direct,0.02,normal,72,200,,2.229,3.308,1.079
01-sync-direct,0,sync-direct,0.02,ai,29,200,True,25.5098,25.7295,0.2197
01-sync-direct,0,sync-direct,0.02,normal,73,200,,1.2404,1.6866,0.4462
01-sync-direct,0,sync-direct,0.02,normal,74,200,,2.0877,3.2149,1.1272
01-sync-direct,0,sync-direct,0.02,normal,75,200,,2.9004,4.0645,1.1641
01-sync-direct,0,sync-direct,0.02,ai,30,200,True,26.5,28.157,1.657
01-sync-direct,0,sync-direct,0.02,normal,76,200,,2.5544,3.6838,1.1295
01-sync-direct,0,sync-direct,0.02,normal,77,200,,3.1816,4.2787,1.0972
01-sync-direct,0,sync-direct,0.02,normal,78,200,,3.4021,4.5396,1.1375
01-sync-direct,0,sync-direct,0.02,ai,31,200,True,28.5535,29.6774,1.1239
01-sync-direct,0,sync-direct,0.02,normal,79,200,,3.782,4.8994,1.1175
01-sync-direct,0,sync-direct,0.02,normal,80,200,,4.6277,5.7608,1.1331
01-sync-direct,0,sync-direct,0.02,ai,32,200,True,29.4774,31.2855,1.808
01-sync-direct,0,sync-direct,0.02,normal,81,200,,2.6585,3.7386,1.0801
01-sync-direct,0,sync-direct,0.02,normal,82,200,,1.9811,3.1232,1.1422
01-sync-direct,0,sync-direct,0.02,ai,33,200,True,25.9096,27.019,1.1094
01-sync-direct,0,sync-direct,0.02,normal,83,200,,1.8424,2.9174,1.075
01-sync-direct,0,sync-direct,0.02,normal,84,200,,2.7684,3.8998,1.1315
01-sync-direct,0,sync-direct,0.02,normal,85,200,,2.8587,4.0079,1.1491
01-sync-direct,0,sync-direct,0.02,ai,34,200,True,26.6108,28.2308,1.62
01-sync-direct,0,sync-direct,0.02,normal,86,200,,2.5772,3.7159,1.1386
01-sync-direct,0,sync-direct,0.02,normal,87,200,,3.4552,4.5632,1.108
01-sync-direct,0,sync-direct,0.02,normal,88,200,,3.4492,4.5891,1.14
01-sync-direct,0,sync-direct,0.02,ai,35,200,True,28.9043,30.0275,1.1232
01-sync-direct,0,sync-direct,0.02,normal,89,200,,2.6607,2.7202,0.0596
01-sync-direct,0,sync-direct,0.02,normal,90,200,,4.6024,5.7179,1.1155
01-sync-direct,0,sync-direct,0.02,ai,36,200,True,28.0548,29.9764,1.9217
01-sync-direct,0,sync-direct,0.02,normal,91,200,,3.3117,4.4335,1.1218
01-sync-direct,0,sync-direct,0.02,normal,92,200,,5.1033,6.3282,1.2249
01-sync-direct,0,sync-direct,0.02,normal,93,200,,5.4637,7.5035,2.0397
01-sync-direct,0,sync-direct,0.02,ai,37,200,True,32.0471,33.2432,1.1961
01-sync-direct,0,sync-direct,0.02,normal,94,200,,5.2227,6.4224,1.1997
01-sync-direct,0,sync-direct,0.02,normal,95,200,,6.821,8.0308,1.2098
01-sync-direct,0,sync-direct,0.02,ai,38,200,True,33.2178,35.3938,2.176
01-sync-direct,0,sync-direct,0.02,normal,96,200,,3.749,4.9161,1.1671
01-sync-direct,0,sync-direct,0.02,normal,97,200,,4.0182,4.6174,0.5992
01-sync-direct,0,sync-direct,0.02,ai,39,200,True,26.4375,27.5317,1.0942
01-sync-direct,0,sync-direct,0.02,normal,98,200,,2.0005,3.0786,1.0781
01-sync-direct,0,sync-direct,0.02,normal,99,200,,3.577,4.6797,1.1027
02-sync-direct,1,sync-direct,3.0,normal,0,200,,5.4828,6.728,1.2452
02-sync-direct,1,sync-direct,3.0,normal,1,200,,4.7459,5.821,1.0751
02-sync-direct,1,sync-direct,3.0,normal,2,200,,6.3653,7.5613,1.196
02-sync-direct,1,sync-direct,3.0,normal,3,200,,3.7308,4.8562,1.1254
02-sync-direct,1,sync-direct,3.0,normal,4,200,,6.9408,8.1548,1.214
02-sync-direct,1,sync-direct,3.0,normal,5,200,,7.0282,9.4417,2.4135
02-sync-direct,1,sync-direct,3.0,normal,6,200,,6.9488,8.1476,1.1988
02-sync-direct,1,sync-direct,3.0,normal,7,200,,4.7058,5.862,1.1562
02-sync-direct,1,sync-direct,3.0,normal,8,200,,5.6131,6.758,1.1449
02-sync-direct,1,sync-direct,3.0,normal,9,200,,5.0158,6.236,1.2202
02-sync-direct,1,sync-direct,3.0,normal,10,200,,3.0595,5.7503,2.6908
02-sync-direct,1,sync-direct,3.0,normal,11,200,,4.0532,4.2348,0.1816
02-sync-direct,1,sync-direct,3.0,normal,12,200,,6.8029,6.9592,0.1563
02-sync-direct,1,sync-direct,3.0,normal,13,200,,3.5207,4.1822,0.6615
02-sync-direct,1,sync-direct,3.0,normal,14,200,,3.4711,4.1007,0.6295
02-sync-direct,1,sync-direct,3.0,normal,15,200,,2.6447,3.5732,0.9285
02-sync-direct,1,sync-direct,3.0,normal,16,200,,2.6018,3.6801,1.0784
02-sync-direct,1,sync-direct,3.0,normal,17,200,,6.4289,7.6139,1.185
02-sync-direct,1,sync-direct,3.0,ai,0,200,True,3013.2805,3013.9322,0.6517
02-sync-direct,1,sync-direct,3.0,normal,18,200,,2113.8918,2114.9865,1.0947
02-sync-direct,1,sync-direct,3.0,normal,19,200,,2065.8474,2066.3878,0.5404
02-sync-direct,1,sync-direct,3.0,ai,1,200,True,3010.0052,3011.096,1.0907
02-sync-direct,1,sync-direct,3.0,normal,20,200,,2132.5961,2137.0072,4.4111
02-sync-direct,1,sync-direct,3.0,normal,21,200,,2087.6077,2087.8545,0.2467
02-sync-direct,1,sync-direct,3.0,normal,22,200,,2037.5519,2038.7603,1.2084
02-sync-direct,1,sync-direct,3.0,ai,2,200,True,3013.4563,3014.6393,1.183
02-sync-direct,1,sync-direct,3.0,normal,23,200,,2114.602,2115.0696,0.4676
02-sync-direct,1,sync-direct,3.0,normal,24,200,,2064.7838,2065.9184,1.1346
02-sync-direct,1,sync-direct,3.0,ai,3,200,True,3013.8637,3014.1351,0.2715
02-sync-direct,1,sync-direct,3.0,normal,25,200,,2138.4232,2139.9676,1.5445
02-sync-direct,1,sync-direct,3.0,normal,26,200,,2089.6513,2090.7856,1.1344
02-sync-direct,1,sync-direct,3.0,normal,27,200,,2041.1508,2041.4184,0.2676
02-sync-direct,1,sync-direct,3.0,ai,4,200,True,3011.7172,3012.845,1.1278
02-sync-direct,1,sync-direct,3.0,normal,28,200,,2113.0032,2113.7125,0.7094
02-sync-direct,1,sync-direct,3.0,normal,29,200,,2063.7345,2064.9168,1.1824
02-sync-direct,1,sync-direct,3.0,ai,5,200,True,3013.2889,3014.4663,1.1775
02-sync-direct,1,sync-direct,3.0,normal,30,200,,2136.8801,2140.513,3.6329
02-sync-direct,1,sync-direct,3.0,normal,31,200,,2090.1015,2091.2988,1.1973
02-sync-direct,1,sync-direct,3.0,normal,32,200,,2040.9669,2042.2024,1.2355
02-sync-direct,1,sync-direct,3.0,ai,6,200,True,3008.931,3009.3951,0.464
02-sync-direct,1,sync-direct,3.0,normal,33,200,,2108.9425,2110.0312,1.0887
02-sync-direct,1,sync-direct,3.0,normal,34,200,,2060.1839,2061.2908,1.1068
02-sync-direct,1,sync-direct,3.0,ai,7,200,True,3008.8192,3009.9267,1.1075
02-sync-direct,1,sync-direct,3.0,normal,35,200,,2133.7587,2137.1327,3.374
02-sync-direct,1,sync-direct,3.0,normal,36,200,,2087.6475,2087.8155,0.1681
02-sync-direct,1,sync-direct,3.0,normal,37,200,,2037.3974,2038.5456,1.1482
02-sync-direct,1,sync-direct,3.0,ai,8,200,True,5020.5423,5021.7907,1.2484
02-sync-direct,1,sync-direct,3.0,normal,38,200,,4121.4837,4122.6285,1.1448
02-sync-direct,1,sync-direct,3.0,normal,39,200,,4072.1045,4073.3241,1.2195
02-sync-direct,1,sync-direct,3.0,ai,9,200,True,5017.1137,5017.3293,0.2156
02-sync-direct,1,sync-direct,3.0,normal,40,200,,4140.8996,4142.9372,2.0376
02-sync-direct,1,sync-direct,3.0,normal,41,200,,4092.1536,4093.455,1.3014
02-sync-direct,1,sync-direct,3.0,normal,42,200,,4042.7516,4043.9262,1.1746
02-sync-direct,1,sync-direct,3.0,ai,10,200,True,5021.0828,5022.1957,1.1128
02-sync-direct,1,sync-direct,3.0,normal,43,200,,4122.1227,4123.3149,1.1922
02-sync-direct,1,sync-direct,3.0,normal,44,200,,4073.4508,4074.4031,0.9523
02-sync-direct,1,sync-direct,3.0,ai,11,200,True,5022.9929,5024.0854,1.0925
02-sync-direct,1,sync-direct,3.0,normal,45,200,,4146.0923,4150.2771,4.1847
02-sync-direct,1,sync-direct,3.0,normal,46,200,,4100.9229,4102.1336,1.2107
02-sync-direct,1,sync-direct,3.0,normal,47,200,,4052.8484,4054.048,1.1997
02-sync-direct,1,sync-direct,3.0,ai,12,200,True,5018.9245,5020.1797,1.2551
02-sync-direct,1,sync-direct,3.0,normal,48,200,,4120.4027,4121.333,0.9303
02-sync-direct,1,sync-direct,3.0,normal,49,200,,4071.3355,4072.4428,1.1073
02-sync-direct,1,sync-direct,3.0,ai,13,200,True,5022.8914,5024.0852,1.1938
02-sync-direct,1,sync-direct,3.0,normal,50,200,,4148.3756,4150.4325,2.0568
02-sync-direct,1,sync-direct,3.0,normal,51,200,,4101.803,4102.9737,1.1707
02-sync-direct,1,sync-direct,3.0,normal,52,200,,4053.0283,4054.1677,1.1394
02-sync-direct,1,sync-direct,3.0,ai,14,200,True,5015.5655,5016.7567,1.1911
02-sync-direct,1,sync-direct,3.0,normal,53,200,,4116.6569,4117.7883,1.1314
02-sync-direct,1,sync-direct,3.0,normal,54,200,,4068.5033,4069.6164,1.113
02-sync-direct,1,sync-direct,3.0,ai,15,200,True,5017.2514,5018.4219,1.1705
02-sync-direct,1,sync-direct,3.0,normal,55,200,,4143.8877,4145.8024,1.9147
02-sync-direct,1,sync-direct,3.0,normal,56,200,,4096.6327,4097.8105,1.1778
02-sync-direct,1,sync-direct,3.0,normal,57,200,,4047.4079,4048.5713,1.1634
02-sync-direct,1,sync-direct,3.0,ai,16,200,True,7032.2051,7033.4652,1.2601
02-sync-direct,1,sync-direct,3.0,normal,58,200,,6133.94,6134.9259,0.9859
02-sync-direct,1,sync-direct,3.0,normal,59,200,,6085.5409,6086.6896,1.1487
02-sync-direct,1,sync-direct,3.0,ai,17,200,True,7025.3587,7025.5652,0.2065
02-sync-direct,1,sync-direct,3.0,normal,60,200,,6150.5504,6152.9273,2.3769
02-sync-direct,1,sync-direct,3.0,normal,61,200,,6103.5836,6104.6935,1.1099
02-sync-direct,1,sync-direct,3.0,normal,62,200,,6055.1078,6055.5681,0.4603
02-sync-direct,1,sync-direct,3.0,ai,18,200,True,7028.5744,7029.7713,1.1969
02-sync-direct,1,sync-direct,3.0,normal,63,200,,6130.8228,6131.9396,1.1168
02-sync-direct,1,sync-direct,3.0,normal,64,200,,6081.9326,6083.0324,1.0998
02-sync-direct,1,sync-direct,3.0,ai,19,200,True,7032.6359,7033.908,1.2721
02-sync-direct,1,sync-direct,3.0,normal,65,200,,6159.567,6161.0593,1.4922
02-sync-direct,1,sync-direct,3.0,normal,66,200,,6111.6403,6112.8038,1.1635
02-sync-direct,1,sync-direct,3.0,normal,67,200,,6062.8703,6063.9442,1.0739
02-sync-direct,1,sync-direct,3.0,ai,20,200,True,7027.7748,7028.9323,1.1575
02-sync-direct,1,sync-direct,3.0,normal,68,200,,6129.4997,6130.5784,1.0787
02-sync-direct,1,sync-direct,3.0,normal,69,200,,6081.6932,6082.6751,0.982
